edge_id,sample_index,start_node,end_node,x_mm,y_mm,z_mm,ray_residual_mm,view_a_y,view_a_x,view_b_y,view_b_x
C1_to_C3,65,C1,C3,1.0318554395744217,-7.143546153632627,3.178556280406667,0.9808789100131429,210.91614076763955,259.91614076763955,200.45958899653547,247.45958899653547
C1_to_C3,66,C1,C3,1.1708619611638191,-6.929221622786088,3.1185005538159203,1.1003886988223022,212.52959477082874,260.52959477082874,201.0,248.5839390150189
C1_to_C3,67,C1,C3,1.3042418363859722,-6.707021490361228,3.0586755719348844,1.2015639287822748,214.14304877401793,261.1430487740179,201.6591186969165,249.6591186969165
C1_to_C3,68,C1,C3,1.5364389937179805,-6.482593610595785,3.0716537849146732,1.2409589284772982,215.46360955839364,262.46360955839367,202.0,250.86611662339396
C1_to_C3,69,C1,C3,1.6938233325186753,-6.294481667543835,3.009683052345622,1.4205487838786306,217.07706356158283,263.07706356158286,202.15154161611093,252.15154161611093
C1_to_C3,70,C1,C3,1.9021038025279176,-6.036039406360459,3.0242194683177104,1.3815353498052574,218.39762434595855,264.39762434595855,203.0,253.148294231769
C1_to_C3,71,C1,C3,2.066648125799814,-5.858236664854616,2.9613150681256855,1.5845891481815757,220.01107834914774,265.01107834914774,203.0,254.49648981714307
C1_to_C3,72,C1,C3,2.2475188564847848,-5.627781714316541,2.939860032841608,1.636423739680724,221.46900856044252,266.0,203.59728277608917,255.59728277608917
C1_to_C3,73,C1,C3,2.4323977274230506,-5.411905392793557,2.9129122653159243,1.7252216549438835,222.94509313671264,266.9450931367126,204.0,256.77866742551817
C1_to_C3,74,C1,C3,2.645116147434493,-5.213450210918296,2.896114736117056,1.845234311562824,224.37569137810073,268.0,204.0897056952836,258.0897056952836
C1_to_C3,75,C1,C3,2.7982326519523917,-4.965651480116179,2.8639206221931204,1.8658593455653374,225.87910792427752,268.87910792427755,205.0,259.0608450338932
C1_to_C3,76,C1,C3,3.0230752657269346,-4.771095653429825,2.8533739559877063,1.9894475512460528,227.28237419575893,270.0,205.0,260.4090406192673
C1_to_C3,77,C1,C3,3.1860665491311058,-4.550875918741696,2.812429446558525,2.0784411461722323,228.8131227118424,270.8131227118424,205.53544685526185,261.53544685526185
C1_to_C3,78,C1,C3,3.396898295437021,-4.322756469584334,2.8104112490535442,2.1197846687117545,230.18905701341714,272.0,206.0,262.6912182276423
C1_to_C3,79,C1,C3,3.5426532211585506,-4.091326312284821,2.7630536316210623,2.1882135073844102,231.7471374994073,272.7471374994073,206.73497655564287,263.73497655564285
C1_to_C3,80,C1,C3,3.7788837645506583,-3.872166842937901,2.774008453917844,2.23950398683307,233.06769828378305,274.06769828378305,207.0,264.9733958360174
C1_to_C3,81,C1,C3,3.981377183020638,-3.6843005303003906,2.7427091451420154,2.392817144335135,234.54908123990444,275.0,207.0,266.3215914213914
C1_to_C3,82,C1,C3,4.169840198789445,-3.461968925415448,2.7206160052635937,2.4618357208294253,236.00171307134792,276.0017130713479,207.47361093443453,267.47361093443453
C1_to_C3,83,C1,C3,4.393886294977582,-3.2250999232436186,2.7322868877965334,2.4726461411495335,237.32227385572364,277.32227385572367,208.0,268.6037690297665
C1_to_C3,84,C1,C3,4.5660351356518,-3.0461976872226444,2.6735270939641396,2.6659903275693937,238.90910546639176,278.0,208.0,269.9519646151406
C1_to_C3,85,C1,C3,4.807260610807008,-2.8474427838035012,2.6757009716843356,2.7686156356778526,240.25628864328854,279.25628864328854,208.0,271.30016020051465
C1_to_C3,86,C1,C3,5.034643794266851,-2.615222816814338,2.6866566961263914,2.790018788727566,241.57684942766426,280.5768494276643,208.45845677282344,272.45845677282347
C1_to_C3,87,C1,C3,5.258174144546524,-2.3773164726862603,2.697874585665545,2.798512858352663,242.89741021203997,281.89741021204,209.0,273.5823378088897
C1_to_C3,88,C1,C3,5.422639722419818,-2.2009788846886806,2.6315003312440126,3.002084459651559,244.51086421522916,282.51086421522916,209.0,274.93053339426376
C1_to_C3,89,C1,C3,5.671706797977716,-2.000156211139114,2.639815061822759,3.09476599586543,245.83142499960488,283.83142499960485,209.0,276.27872897963783
C1_to_C3,90,C1,C3,5.920824157565873,-1.7993783650147464,2.647960753749544,3.187494808448976,247.1519857839806,285.1519857839806,209.0,277.6269245650119
C1_to_C3,91,C1,C3,6.169991604099895,-1.5986455730260047,2.6559372569263076,3.280270854588267,248.4725465683563,286.47254656835634,209.0,278.975120150386
C1_to_C3,92,C1,C3,6.323670353490173,-1.4070640700930142,2.589778980403821,3.4484515827304785,250.08600057154547,287.08600057154547,209.22861874922026,280.22861874922023
C1_to_C3,93,C1,C3,6.536693746248248,-1.1533870567022575,2.601388752945212,3.4212809848766126,251.4065613559212,288.4065613559212,210.0,281.25729775876107
C1_to_C3,94,C1,C3,6.785975565106286,-0.9527632951649991,2.608877441892588,3.514147247279104,252.72712214029693,289.7271221402969,210.0,282.6054933441351
C1_to_C3,95,C1,C3,7.035306741765645,-0.7521854513979349,2.6161964158252715,3.6070605675762213,254.04768292467264,291.04768292467264,210.0,283.9536889295092
C1_to_C3,96,C1,C3,7.284687077660992,-0.5516537529950938,2.623345525369757,3.7000209024074238,255.36824370904836,292.3682437090484,210.0,285.3018845148832
C1_to_C3,97,C1,C3,7.451273312287281,-0.3755957924503548,2.556912609666739,3.9010820402873545,256.9741166564239,293.0,210.0,286.65008010025736
C1_to_C3,98,C1,C3,7.698497327246928,-0.17585944948760357,2.5617207426779203,3.997007760792701,258.30225849661326,294.30225849661326,210.0,287.99827568563137
C1_to_C3,99,C1,C3,7.936503948371452,0.041454206180418396,2.5696907158277043,4.051916518539303,259.622819280989,295.622819280989,210.2449921852143,289.2449921852143
C1_to_C3,100,C1,C3,8.150687984552263,0.2941107086033412,2.5803943062659584,4.027307305312655,260.9433800653647,296.9433800653647,211.0,290.2804532940064
C1_to_C3,101,C1,C3,8.400276843562233,0.49443605597133455,2.5867129924347125,4.120450812391028,262.26394084974044,298.26394084974044,211.0,291.62864887938053
C1_to_C3,102,C1,C3,8.649913727025766,0.6947139340134356,2.5928609939506657,4.213641068470793,263.5845016341161,299.5845016341161,211.0,292.9768444647546
C1_to_C3,103,C1,C3,9.13003850031887,1.040164377098285,2.6040828553231137,4.306878029403946,264.90506241849187,300.90506241849187,211.0,294.3250400501287
C1_to_C3,104,C1,C3,9.538858802077586,1.3283719636520377,2.6134748248246233,4.400161650922827,266.22562320286755,302.22562320286755,211.0,295.67323563550275
C1_to_C3,105,C1,C3,9.876354107502486,1.559357102922728,2.621110095509154,4.4934918886390545,267.5461839872433,303.5461839872433,211.0,297.0214312208768
C1_to_C3,106,C1,C3,10.147307609155837,1.6992915583770412,2.622294081512239,4.463337874693521,268.1596379904325,305.1596379904325,211.0,298.3696268062509
C1_to_C3,107,C1,C3,10.342663971967125,1.8118546698144633,2.6260824352695824,4.472845745159347,269.0,306.6791036199687,211.0,299.71782239162496
C1_to_C3,108,C1,C3,10.465172656749488,1.8757998186100986,2.6294987854418537,4.39579386968245,269.3865459968108,308.3865459968108,211.04668175921623,301.04668175921626
C1_to_C3,109,C1,C3,10.512678896737828,1.9114859563571684,2.6355510124970323,4.216598620045074,270.0,310.0,212.0,302.0
C3_to_C4,0,C3,C4,10.512678896737828,1.9114859563571684,2.6355510124970323,4.426556724908425,271.0,311.0,211.0,303.0
C3_to_C4,1,C3,C4,10.574024206335503,1.887587240145657,2.5966160279716064,5.014346176938225,271.8424366106925,311.8424366106925,208.0,306.590688519777
C3_to_C4,2,C3,C4,10.693010622289187,1.8053869387343033,2.3768535543236675,5.242755965265378,272.68487322138503,312.68487322138503,207.7140393722471,310.7140393722471
C3_to_C4,3,C3,C4,10.833956947095286,1.6387463957725246,1.8823851236464333,5.496569929559515,273.74572871609683,313.0,208.0,315.4289198088234
C3_to_C4,4,C3,C4,10.994301547010899,1.3783842512523057,1.1247058383375577,5.843678861821989,274.93711399637783,313.0,208.0,320.2622490157197
C3_to_C4,5,C3,C4,11.24772658252732,1.0574776675974005,0.1757223614409732,6.055152290385775,275.79796949108953,313.79796949108953,208.06758400934555,325.0675840093455
C3_to_C4,6,C3,C4,11.52442722519563,0.7151384259620934,-0.9917887183884792,6.124652826197787,276.6404061017821,314.6404061017821,209.0,329.5146938671392
C3_to_C4,7,C3,C4,11.840902276775328,0.3204620017448292,-2.383072835406608,6.183514072297192,277.4828427124746,315.4828427124746,210.0,333.93380951166245
C3_to_C4,8,C3,C4,11.988414334940131,0.12526297505922912,-3.1688615066458112,6.242271296661029,278.32527932316714,316.32527932316714,211.0,338.3529251561856
C3_to_C4,9,C3,C4,12.135588715614885,-0.06984977567148576,-3.9537123173951727,6.300924657500638,279.16771593385965,317.16771593385965,212.0,342.77204080070885
C3_to_C4,10,C3,C4,12.243793026359256,-0.20573850796199622,-4.731789246866839,6.228642904072696,280.0101525445522,318.0101525445522,213.84227479987766,346.84227479987766
C3_to_C4,11,C3,C4,12.337245824837591,-0.3195297145755376,-5.506855425352683,6.107466423347349,280.85258915524474,318.85258915524474,216.0,350.7818449650091
C3_to_C4,12,C3,C4,12.354129443158373,-0.46933408648345676,-6.35511828256233,6.118391489310129,281.9829148643872,319.0,218.0,354.7867470471592
C3_to_C4,13,C3,C4,12.452919140444635,-0.5946194214312186,-7.130614079907588,6.0236931673901495,282.8303555954433,319.8303555954433,220.0,358.7916491293093
C3_to_C4,14,C3,C4,12.552887026990783,-0.7195100112788282,-7.904002204285604,5.927232704000528,283.6727922061358,320.6727922061358,222.0,362.7965512114594
C3_to_C4,15,C3,C4,12.545045627471389,-0.7930236751315363,-8.723686143691396,5.75552223810795,284.72864358048406,321.0,225.0,366.38723973123643
C3_to_C4,16,C3,C4,12.576456121862293,-0.8563425944014682,-9.509030575852734,5.536567185647956,285.6505586463343,321.6505586463343,227.984392916619,369.98439291661896
C3_to_C4,17,C3,C4,12.643107676141504,-0.9321469053468263,-10.27554133408509,5.330649954280688,286.49299525702685,322.49299525702685,230.6949659933358,373.6949659933358
C3_to_C4,18,C3,C4,12.669491949185613,-1.0199002724645538,-11.075846373904426,5.1765819782047044,287.47437229658084,323.0,233.40553907005264,377.4055390700526
C3_to_C4,19,C3,C4,12.658901190324151,-1.0601748972295297,-11.874892508518741,4.919049568807059,288.4707616972253,323.4707616972253,236.82321892795602,380.823218927956
C3_to_C4,20,C3,C4,12.65506239968262,-1.0987381366710167,-12.667284181407808,4.652820959630396,289.4429292947698,324.0,240.2408987858594,384.2408987858594
C3_to_C4,21,C3,C4,12.64143441524197,-1.1404165603350407,-13.467204001205033,4.3992833265709645,290.44852813742386,324.44852813742386,243.65857864376278,387.6585786437628
C3_to_C4,22,C3,C4,12.639809980578345,-1.1788699934304248,-14.25601278815131,4.130235598856516,291.41148629295867,325.0,247.07625850166613,391.07625850166613
C3_to_C4,23,C3,C4,12.604578529275706,-1.145139142785439,-14.941421084825663,3.812693167462737,292.42629457762234,325.42629457762234,250.786831578383,393.786831578383
C3_to_C4,24,C3,C4,12.57341409614045,-1.0529583098246746,-15.530897642351135,3.4249930305235012,293.38004329114756,326.0,254.70343640922965,396.0
C3_to_C4,25,C3,C4,12.48193141893583,-1.0119733385096765,-16.22447022485241,3.153172487615003,294.57142857142856,326.0,258.5008709506301,398.5008709506301
C3_to_C4,26,C3,C4,12.440650720960534,-0.8994779816595155,-16.78349386690445,2.751092335773372,295.53939084732684,326.53939084732684,262.5043372461604,400.5043372461604
C3_to_C4,27,C3,C4,12.447666963768317,-0.8308148292638009,-17.392591508929286,2.350243397300305,296.3818274580194,327.3818274580194,266.3039290933069,403.0
C3_to_C4,28,C3,C4,12.414822072140495,-0.7167977920554449,-17.94399976318772,1.9363117573293742,297.3171572875254,328.0,270.30883117545693,405.0
C3_to_C4,29,C3,C4,12.320277288082632,-0.4645208089963424,-18.941452711976673,1.583613403484898,298.3595938982179,328.3595938982179,274.2218429139377,407.2218429139377
C3_to_C4,30,C3,C4,12.27383951473249,-0.1903706007293319,-19.679346608845904,1.1144947026239258,299.2020305089104,329.2020305089104,278.3186353397572,409.0
C3_to_C4,31,C3,C4,12.226984111734517,0.057932700019583616,-20.252862747608674,0.6208691966492477,300.044467119603,330.044467119603,282.5216687238117,410.5216687238117
C3_to_C4,32,C3,C4,12.18529080130398,0.25910710898344286,-20.694031873706315,0.1232659358140237,300.8869037302955,330.8869037302955,286.7426530664304,412.0
C3_to_C4,33,C3,C4,12.122642756424701,0.4184471792161974,-21.00494310171049,0.31207717096441373,302.02223355980146,331.02223355980146,291.16176871095365,413.0
C3_to_C4,34,C3,C4,12.105354045747577,0.5232185118712981,-21.18044227702173,0.8555713560158863,302.86467017049404,331.86467017049404,295.58088435547677,414.0
C3_to_C4,35,C3,C4,12.098394504906512,0.5641349023663338,-21.249180578324015,1.290601865334554,304.0,332.0,300.0,415.0
C4_to_distal,0,C4,distal_right,12.098394504906512,0.5641349023663338,-21.249180578324015,1.3612637485171892,305.0,333.0,301.0,416.0
C4_to_distal,1,C4,distal_right,12.153999339669992,0.6128002483499617,-21.221509955000094,1.5829696330813587,305.3647313182978,335.3647313182978,301.3084435906565,416.3084435906565
C4_to_distal,2,C4,distal_right,12.298168386786328,0.7566678737103902,-21.123793584293182,1.6855674404631882,306.43656941778215,337.43656941778215,301.616887181313,416.616887181313
C4_to_distal,3,C4,distal_right,12.531025824464464,0.9958626350338062,-20.9559621764301,1.7882809913862898,307.5084075172665,339.5084075172665,301.9253307719695,416.9253307719695
C4_to_distal,4,C4,distal_right,12.853658654204864,1.3668846118949969,-20.710948319620584,1.735650100937909,309.28735239793735,341.28735239793735,302.0,417.3306068741608
C4_to_distal,5,C4,distal_right,13.268287320546843,1.8482530241517858,-20.39218760435876,1.671443428269682,311.06629727860826,343.06629727860826,302.0,417.7668119832943
C4_to_distal,6,C4,distal_right,13.767670554430003,2.4503329066708215,-19.99941623867763,1.629312907767033,312.84524215927917,344.84524215927917,302.14355476275244,418.14355476275244
C4_to_distal,7,C4,distal_right,14.347999496229312,3.178787384273079,-19.53242773829274,1.6126051561024046,314.6241870399501,346.6241870399501,302.45199835340895,418.45199835340895
C4_to_distal,8,C4,distal_right,14.650449487537202,3.5933291200904875,-19.273483242440903,1.5958925376948203,316.4031319206209,348.4031319206209,302.76044194406546,418.76044194406546
C4_to_distal,9,C4,distal_right,14.953233709858244,4.0083251361589305,-19.014288323276276,1.579175048575292,318.1820768012918,350.1820768012918,303.06888553472197,419.06888553472197
C4_to_distal,10,C4,distal_right,15.173708255448243,4.401029104731208,-18.82244555500506,1.4535163339364552,320.2539149007762,351.2539149007762,303.3773291253785,419.3773291253785
C4_to_distal,11,C4,distal_right,15.473239518298413,4.815815687156629,-18.565965319369724,1.4316640428118714,322.04647074857905,353.0,303.685772716035,419.685772716035
C4_to_distal,12,C4,distal_right,15.697992116149155,5.210281000115231,-18.3707288778551,1.310900871343281,324.1046978809314,354.1046978809314,303.9942163066915,419.9942163066915
C4_to_distal,13,C4,distal_right,15.91282728139112,5.578122458315278,-18.195990725496074,1.1107981693932312,326.2496595777508,355.0,304.0,420.42802573161595
C4_to_distal,14,C4,distal_right,16.14034855384997,5.9491740440436445,-18.01125168595169,0.9257720965122173,328.35125399233664,356.0,304.0,420.8642308407494
C4_to_distal,15,C4,distal_right,16.357893927433558,6.334614467936007,-17.8261614268462,0.7735656945583957,330.45284840692256,357.0,304.2124402974744,421.2124402974744
C4_to_distal,16,C4,distal_right,16.533976766089108,6.716337657380251,-17.671319859327156,0.5875171773562545,332.68494349768224,357.68494349768224,304.5208838881309,421.5208838881309
C4_to_distal,17,C4,distal_right,16.755686343775494,7.1110861953865765,-17.479078658817457,0.46106176751112965,334.7567815971666,358.7567815971666,304.82932747878743,421.82932747878743
C4_to_distal,18,C4,distal_right,16.989832926662285,7.499044777522016,-17.26504879928771,0.2962293490807124,336.82861969665095,359.82861969665095,304.86222893055606,422.13777106944394
C4_to_distal,19,C4,distal_right,17.239355188133846,7.8784670277007365,-17.024071235619857,0.08378188400254365,338.9004577961353,360.9004577961353,304.55378533989955,422.44621466010045
C4_to_distal,20,C4,distal_right,17.489069964223518,8.258121539187925,-16.783067479175116,0.12890564478921845,340.97229589561965,361.97229589561965,304.24534174924304,422.75465825075696
C4_to_distal,21,C4,distal_right,17.731140119553054,8.635523219419866,-16.55644534222347,0.34091819407919555,343.0624148944378,363.0,304.0,423.08923947993765
C4_to_distal,22,C4,distal_right,17.959919802204254,9.00833921758101,-16.371792777411002,0.5273279921319974,345.16400930902364,364.0,304.0,423.5254445890711
C4_to_distal,23,C4,distal_right,18.211108505961917,9.3877658604749,-16.168745848961947,0.6848595669127473,347.18781019407265,365.18781019407265,304.0,423.9616496982046
C4_to_distal,24,C4,distal_right,18.448733574926123,9.763470989333712,-15.97706431091163,0.8604881981692872,349.259648293557,366.259648293557,304.0,424.3978548073381
C4_to_distal,25,C4,distal_right,18.765934261391713,10.162411438294384,-15.719548930218224,0.9328123801786895,351.0545789904081,368.0,304.0,424.8340599164716
C4_to_distal,26,C4,distal_right,19.00856914020838,10.539994219770932,-15.523944969207207,1.1027661937546114,353.11043127371227,369.11043127371227,304.0,425.27026502560506
C4_to_distal,27,C4,distal_right,19.33096265761773,10.940999845944816,-15.262270875890977,1.169332548162934,354.88937615438317,370.88937615438317,304.0,425.70647013473854
C4_to_distal,28,C4,distal_right,19.653706675972614,11.34241341712584,-15.000368513106025,1.235980617135674,356.6683210350541,372.6683210350541,304.0,426.14267524387196
C4_to_distal,29,C4,distal_right,19.97680166188356,11.74423545195259,-14.738237633381743,1.3027105202464926,358.4472659157249,374.4472659157249,304.0,426.57888035300545
C4_to_distal,30,C4,distal_right,20.300248082614754,12.146466469725425,-14.475877989052748,1.3695223772786613,360.22621079639583,376.22621079639583,304.0,427.0150854621389
C4_to_distal,31,C4,distal_right,20.624046406084563,12.549106990407438,-14.213289332257204,1.4364163082258214,362.00515567706674,378.00515567706674,304.0,427.4512905712724
C4_to_distal,32,C4,distal_right,20.948197100865308,12.952157534622813,-13.950471414940381,1.5033924332926156,363.78410055773764,379.78410055773764,304.0,427.8874956804059
C4_to_distal,33,C4,distal_right,21.29016079080041,13.296067617232126,-13.659307259849072,1.50215657736364,365.0,381.79626649522964,303.77110897664124,428.22889102335876
C4_to_distal,34,C4,distal_right,21.630122052982532,13.688806603188794,-13.348403101508069,1.5827869924359408,366.63488353789285,383.63488353789285,303.46266538598474,428.53733461401526
C4_to_distal,35,C4,distal_right,21.968507126912595,14.098201542129175,-13.034912800620873,1.6883062255839667,368.41382841856375,385.41382841856375,303.1542217953282,428.8457782046718
C4_to_distal,36,C4,distal_right,22.303383579315685,14.483779313094288,-12.749070218259192,1.7416460076010978,370.0,387.2726226142411,303.0,429.21810255456677
C4_to_distal,37,C4,distal_right,22.636479064369365,14.830952407895069,-12.49295866658045,1.7205307702633124,371.264611398719,389.264611398719,303.0,429.65430766370025
C4_to_distal,38,C4,distal_right,22.963444125450053,15.231560286306205,-12.229249904999023,1.7804705451090213,373.0,391.0615978810397,303.0,430.0905127728337
C4_to_distal,39,C4,distal_right,23.299286933641135,15.562607375561356,-11.97501289146797,1.7336592142945768,374.11539437887427,393.11539437887427,303.0,430.52671788196716
C4_to_distal,40,C4,distal_right,23.63606198130234,15.889039159954962,-11.721255680677274,1.6793004451067841,375.1872324783586,395.1872324783586,303.0,430.96292299110064
C4_to_distal,41,C4,distal_right,23.976708200877344,16.1864636736629,-11.471405552903235,1.5802175547747008,376.0,397.36638112479733,303.0,431.3991281002341
C4_to_distal,42,C4,distal_right,24.320236905034626,16.46271953458981,-11.224423365663483,1.4484465316199602,376.6238018961407,399.6238018961407,303.0,431.8353332093676
C4_to_distal,43,C4,distal_right,24.675757544502538,16.714415077451918,-10.949964299747023,1.2977943708833453,377.0,401.98378351634216,302.80799341363587,432.19200658636413
C4_to_distal,44,C4,distal_right,25.041739346752298,16.925573244832407,-10.662463325110423,1.096595505026718,377.0,404.4995914933011,302.49954982297936,432.50045017702064
C4_to_distal,45,C4,distal_right,25.408020090176482,17.136789992238874,-10.37489732638457,0.8952225143828042,377.0,407.0153994702601,302.19110623232285,432.80889376767715
C4_to_distal,46,C4,distal_right,25.73617897298339,17.274114204085947,-10.133779711401445,0.6606804204139765,376.62437961185464,409.37562038814536,301.88266264166634,433.11733735833366
C4_to_distal,47,C4,distal_right,25.993204175449062,17.274191878385324,-9.979104776200302,0.3648526233901658,375.5525415123703,411.4474584876297,301.5742190510099,433.4257809489901
C4_to_distal,48,C4,distal_right,26.250202931736403,17.27397807922958,-9.824802671667072,0.06891757545485046,374.48070341288593,413.51929658711407,301.2657754603534,433.7342245396466
C4_to_distal,49,C4,distal_right,26.463311131392388,17.19206409526717,-9.728769777368115,0.26828764507162733,373.0,415.4217771286036,301.0,434.0603418485558
C4_to_distal,50,C4,distal_right,26.6758391949395,17.126709481826254,-9.663417717048532,0.6290021970327313,371.62992043273067,417.37007956726933,301.0,434.4965469576893
C4_to_distal,51,C4,distal_right,26.91886717480954,17.119785370934636,-9.56150691990814,0.9636617893663393,370.5580823332464,419.4419176667536,301.0,434.9327520668228
C4_to_distal,52,C4,distal_right,27.173447437392703,17.11734678397704,-9.416887798232807,1.2658869923200309,369.486244233762,421.513755766238,300.7391078789139,435.2608921210861
C4_to_distal,53,C4,distal_right,27.430116913265593,17.115494934415835,-9.264776425978027,1.562288979311776,368.41440613427767,423.58559386572233,300.4306642882574,435.5693357117426
C4_to_distal,54,C4,distal_right,27.651381389666327,17.045610287480827,-9.155958954287058,1.8887005346038035,367.0,425.5155356391598,300.1222206976009,435.8777793023991
C4_to_distal,55,C4,distal_right,27.90697042124137,17.053802351712676,-9.026663399139437,2.2022132206872853,366.0,427.61713005374565,300.0,436.2633589409836
C4_to_distal,56,C4,distal_right,28.156964834478522,17.0593258178813,-8.918199496668677,2.531038542140075,365.0,429.7187244683315,300.0,436.6995640501171
C4_to_distal,57,C4,distal_right,28.351109648238975,16.951453825823393,-8.86718739455867,2.8985117927519086,363.4199469551538,431.5800530448462,299.90399670681796,437.09600329318204
C4_to_distal,58,C4,distal_right,28.31850329258571,16.585256360589256,-9.02095211960335,3.1893216462242964,361.0780867024968,432.0,299.59555311616145,437.40444688383855
C4_to_distal,59,C4,distal_right,28.380367772184684,16.316661834496557,-9.080913628259538,3.509601574605822,358.98337753737167,433.01662246262833,299.28710952550495,437.71289047449505
C4_to_distal,60,C4,distal_right,28.436778082466994,16.042423389507917,-9.146587221128101,3.828087711780813,356.8748978733251,434.0,298.97866593484844,438.02133406515156
C4_to_distal,61,C4,distal_right,28.495639825288272,15.770699058012866,-9.210107263799927,4.147261226638341,354.77330345873924,435.0,298.6702223441919,438.3297776558081
C4_to_distal,62,C4,distal_right,28.591091378527935,15.536625522759039,-9.237574611600706,4.477900259598562,352.76786323891866,436.23213676108134,298.3617787535354,438.6382212464646
C4_to_distal,63,C4,distal_right,28.771215735720197,15.38957254646158,-9.181332374973522,4.835269299188769,350.9843281919407,438.0,298.0533351628789,438.9466648371211
C4_to_distal,64,C4,distal_right,28.846551166464216,15.15465331366184,-9.173025603653372,5.154222661802253,348.91708025876346,439.08291974123654,297.63922220156127,439.0
C4_to_distal,65,C4,distal_right,29.189375755918203,14.950157818292865,-8.960636675660924,5.507260630197705,347.13813537809256,440.86186462190744,297.2030170924278,439.0
C4_to_distal,66,C4,distal_right,29.529640627567503,14.867693266359314,-8.749541470029296,5.801969390829855,346.0662972786082,442.9337027213918,296.835111172096,439.164888827904
C4_to_distal,67,C4,distal_right,29.795129995116717,14.77526231330195,-8.609468424025424,6.099028655058218,344.9944591791239,445.0055408208761,296.5266675814395,439.4733324185605
C4_to_distal,68,C4,distal_right,29.987767439601186,14.684607105685728,-8.5111362487509,6.396186143508665,343.92262107963955,447.07737892036045,296.218223990783,439.781776009217
C4_to_distal,69,C4,distal_right,30.086861156245156,14.558200097019359,-8.474008796558874,6.752907771740018,342.1436761989687,448.8563238010313,295.87241021826696,440.0
C4_to_distal,70,C4,distal_right,30.119916172707207,14.459656223414633,-8.465548008989174,7.074110861116096,340.10159441458586,450.0,295.4362051091335,440.0
C4_to_distal,71,C4,distal_right,30.128746051262183,14.424559037573232,-8.464923593432559,7.387965698400047,338.0,451.0,295.0,440.0
